,Unnamed: 0,review,rating,date,bank,source,distilbert_sentiment,distilbert_label,distilbert_score,vader_sentiment,textblob_sentiment,distilbert_numerical
1004,1004,"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998030066490173}",POSITIVE,0.9998030066490173,positive,positive,1
1005,1005,"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999062716960907}",POSITIVE,0.999062716960907,positive,positive,1
1006,1006,Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9988586902618408}",POSITIVE,0.9988586902618408,positive,positive,1
1007,1007,it is the most amazing mobile app,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998717308044434}",POSITIVE,0.9998717308044434,positive,positive,1
1008,1008,A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997884631156921}",POSITIVE,0.9997884631156921,positive,positive,1
1009,1009,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9993189573287964}",POSITIVE,0.9993189573287964,positive,positive,1
1010,1010,Too best,1,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.877548098564148}",POSITIVE,0.877548098564148,positive,positive,1
1011,1011,"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9985912442207336}",POSITIVE,0.9985912442207336,positive,positive,1
1012,1012,To join digital world use supper app and make your life easy,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.987091064453125}",POSITIVE,0.987091064453125,positive,positive,1
1013,1013,best mobile banking application,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9996380805969238}",POSITIVE,0.9996380805969238,positive,positive,1
1014,1014,"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998156428337097}",POSITIVE,0.9998156428337097,positive,positive,1
1015,1015,best mobile banking application,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9996380805969238}",POSITIVE,0.9996380805969238,positive,positive,1
1016,1016,I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9981945157051086}",POSITIVE,0.9981945157051086,positive,positive,1
1017,1017,this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.8835362792015076}",NEGATIVE,0.8835362792015076,positive,neutral,-1
1018,1018,"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997934699058533}",POSITIVE,0.9997934699058533,positive,positive,1
1019,1019,Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999823272228241}",POSITIVE,0.999823272228241,positive,positive,1
1020,1020,excellent mobile banking app,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998179078102112}",POSITIVE,0.9998179078102112,positive,positive,1
1021,1021,Wow! like his name Super App...,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9985873699188232}",POSITIVE,0.9985873699188232,positive,positive,1
1022,1022,Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9926958084106445}",POSITIVE,0.9926958084106445,positive,positive,1
1023,1023,convenient and fast,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9996170997619629}",POSITIVE,0.9996170997619629,neutral,positive,1
1024,1024,Best- in-class app.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999584972858429}",POSITIVE,0.999584972858429,positive,positive,1
1025,1025,I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997171759605408}",POSITIVE,0.9997171759605408,positive,positive,1
1026,1026,Superb,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998656511306763}",POSITIVE,0.9998656511306763,positive,positive,1
1027,1027,"amazing features, faster and easy to use",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998817443847656}",POSITIVE,0.9998817443847656,positive,positive,1
1028,1028,"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999481737613678}",POSITIVE,0.999481737613678,positive,positive,1
1029,1029,Best App!,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997498393058777}",POSITIVE,0.9997498393058777,positive,positive,1
1030,1030,I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998683929443359}",POSITIVE,0.9998683929443359,positive,positive,1
1031,1031,I love this app,5,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998608827590942}",POSITIVE,0.9998608827590942,positive,positive,1
1032,1032,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9980541467666626}",NEGATIVE,0.9980541467666626,positive,neutral,-1
1033,1033,good,5,2025-04-20,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
1034,1034,waw no idea the best app.,5,2025-04-19,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9923465251922607}",NEGATIVE,0.9923465251922607,positive,positive,-1
1035,1035,fast best app,5,2025-04-19,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999737560749054}",POSITIVE,0.999737560749054,positive,positive,1
1036,1036,Nice App,5,2025-04-18,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998061060905457}",POSITIVE,0.9998061060905457,positive,positive,1
1037,1037,nice app ever,5,2025-04-17,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998384714126587}",POSITIVE,0.9998384714126587,positive,positive,1
1038,1038,good,5,2025-04-17,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
1039,1039,very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997677206993103}",NEGATIVE,0.9997677206993103,negative,negative,-1
1040,1040,"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9992289543151855}",NEGATIVE,0.9992289543151855,negative,negative,-1
1041,1041,nic app,5,2025-04-16,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9797857403755188}",POSITIVE,0.9797857403755188,neutral,neutral,1
1042,1042,Nice,5,2025-04-16,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998552799224854}",POSITIVE,0.9998552799224854,positive,positive,1
1043,1043,"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997890591621399}",POSITIVE,0.9997890591621399,positive,positive,1
1044,1044,So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998642206192017}",POSITIVE,0.9998642206192017,positive,positive,1
1045,1045,The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9958034157752991}",NEGATIVE,0.9958034157752991,positive,positive,-1
1046,1046,ምርጫዬ ነው,5,2025-04-13,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7850590348243713}",NEGATIVE,0.7850590348243713,neutral,neutral,-1
1047,1047,It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996840953826904}",NEGATIVE,0.9996840953826904,negative,negative,-1
1048,1048,it's samart,5,2025-04-10,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9992457628250122}",POSITIVE,0.9992457628250122,neutral,neutral,1
1049,1049,"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.999715268611908}",NEGATIVE,0.999715268611908,neutral,neutral,-1
1050,1050,it is very good app,5,2025-04-10,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998699426651001}",POSITIVE,0.9998699426651001,positive,positive,1
1051,1051,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996039271354675}",NEGATIVE,0.9996039271354675,positive,negative,-1
1052,1052,slow cumbersome,3,2025-04-08,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997989535331726}",NEGATIVE,0.9997989535331726,neutral,negative,-1
1053,1053,Is really 💀,2,2025-04-08,Dashen Bank,Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9858713746070862}",POSITIVE,0.9858713746070862,neutral,positive,1
